id,phone,preference,preferredLanguage
969,0176467987,1,Bislama
970,4657902935,1,Quechua
971,9673865777,1,Armenian
972,7429443065,1,Kyrgyz
973,0045369885,1,Kannada
974,8185462816,1,Swedish
975,0505472598,1,Malayalam
976,3322733429,1,Italian
977,2780535020,1,Albanian
978,5325125739,1,Swahili
979,2727156267,1,Thai
980,3084617357,1,Zulu
981,1706756488,1,Aymara
982,0829284442,1,Telugu
983,0105684702,1,Norwegian
984,3791082195,1,Dari
985,9548607989,1,Bulgarian
986,7727915092,1,Hiri Motu
987,9267940701,1,Burmese
988,8407990365,1,West Frisian
989,8641033083,1,Montenegrin
990,5213400021,1,Aymara
991,8529388432,1,Khmer
992,5058450696,1,Bengali
993,1864820132,1,Georgian
994,8542263813,1,New Zealand Sign Language
995,5198282815,1,Indonesian
996,3913468334,1,Swati
997,3996729137,1,Arabic
998,4502710537,1,Pashto
999,6946006703,1,Swati
1000,3764758859,1,Tajik
