id,hasPhysician,physicianFirstName,physicianLastName,physicianLocation
620,0,NULL,NULL,NULL
621,1,Marys,Priestner,02 School Avenue
622,1,Hewett,Murfin,4420 Badeau Park
623,1,Nariko,Davidescu,4295 Stang Hill
624,0,NULL,NULL,NULL
625,1,Denny,Fanstone,46 Kings Plaza
626,1,Jeffry,Sanches,7 Talisman Pass
627,1,Ruddie,Chetham,5918 Forest Dale Avenue
628,1,Beverlie,Bishop,7563 Mosinee Road
629,1,Imelda,Owthwaite,063 Spohn Terrace
630,1,Ursula,Wenderott,203 High Crossing Terrace
631,1,Josselyn,Clemow,00161 Welch Lane
632,1,Gertrud,Burbank,35119 Myrtle Alley
633,0,NULL,NULL,NULL
634,1,Maudie,Nicholl,3353 Karstens Way
635,1,Johnna,Tull,1963 Delaware Drive
636,1,Karisa,Derington,42171 Blue Bill Park Way
637,0,NULL,NULL,NULL
638,1,Greta,Ipgrave,55919 Green Ridge Center
639,0,NULL,NULL,NULL
640,0,NULL,NULL,NULL
641,1,Zulema,Lismore,28 Maryland Drive
642,1,Franklyn,Wilfing,81 Stang Court
643,0,NULL,NULL,NULL
644,1,Verney,Hedgeley,86808 Manufacturers Trail
645,1,Walden,Southerill,891 Atwood Parkway
646,0,NULL,NULL,NULL
647,1,Daisie,Watford,0097 Glendale Junction
648,1,Jeffie,Esilmon,74922 Lawn Road
649,1,Kirbee,Perott,3 Clarendon Way
650,1,Vanni,Steuart,3 Cascade Court
651,0,NULL,NULL,NULL
652,0,NULL,NULL,NULL
653,1,Karoly,Malacrida,242 High Crossing Point
654,0,NULL,NULL,NULL
655,1,Aila,Powis,4 8th Center
656,1,Rebeka,Cardon,3 Garrison Avenue
657,1,Tommy,Fawlkes,79 Dwight Junction
658,1,Kassia,Shimmans,18 Bluestem Circle
659,1,Dave,Davion,5 Crest Line Plaza
660,0,NULL,NULL,NULL
661,1,Hilary,Ferenczi,67 Drewry Junction
662,1,Clayborne,Becconsall,78933 Hazelcrest Trail
663,0,NULL,NULL,NULL
664,1,Dora,Sustins,42 Holmberg Circle
665,1,Yank,Penas,367 Cardinal Avenue
666,1,Tracy,Tulleth,57 Lunder Alley
667,1,Raine,Roubeix,640 Rusk Lane
668,1,Dilan,Whitmarsh,59610 Oak Valley Center
669,1,Darin,Petkovic,59 Morning Court
670,0,NULL,NULL,NULL
671,1,Alayne,Miko,598 Scoville Way
672,0,NULL,NULL,NULL
673,0,NULL,NULL,NULL
674,1,Jamaal,Shepland,02 Forest Dale Alley
675,0,NULL,NULL,NULL
676,1,Otes,Cain,44 Jenifer Parkway
677,1,Robinet,Radmer,7345 Graceland Circle
678,1,Nestor,Backhouse,2 Emmet Parkway
679,1,Rosalinde,Conrart,4 Dorton Center
680,1,Shir,Wreford,5 Bultman Point
681,1,Afton,De Mattei,90 Badeau Road
682,0,NULL,NULL,NULL
683,1,Niccolo,Burgett,55140 Fallview Court
684,0,NULL,NULL,NULL
685,0,NULL,NULL,NULL
686,1,Ignazio,Cestard,2 Delaware Avenue
687,1,Ulrikaumeko,Fanton,34 Center Plaza
688,1,Noel,Chese,361 Dorton Street
689,1,Dall,Barlas,8539 Fuller Junction
690,1,Bernice,Corpes,0 Carpenter Lane
691,1,Lilian,Fluck,2 Doe Crossing Park
692,1,Eziechiele,Brokenshaw,88 Hoffman Lane
693,1,Vincents,Guyer,7020 Calypso Avenue
694,0,NULL,NULL,NULL
695,1,Cordelie,Alwen,7495 David Terrace
696,1,Ruperto,Gianilli,0547 Ludington Junction
697,1,Minor,Bushill,7691 Kingsford Trail
698,1,Tobie,Gareisr,715 Golden Leaf Crossing
699,1,Cary,Tamblyn,9 Tony Court
700,1,Heddie,O'Neal,4 Novick Circle
701,1,Ciro,Thompson,95749 7th Drive
702,1,Ellary,Sollime,9 Monica Center
703,1,Luce,Firsby,81 Onsgard Plaza
704,1,Eda,Tabrett,64 Vahlen Way
705,1,Paulita,Beardsworth,354 Fulton Trail
706,1,Dieter,Doerling,6885 Graceland Junction
707,1,Sibby,MacDuff,09521 Maywood Terrace
708,1,Cam,Branwhite,57 Stone Corner Trail
709,0,NULL,NULL,NULL
710,1,Lovell,Slingsby,98 Nobel Avenue
711,1,Shelley,De Vuyst,6458 La Follette Point
712,1,Humfrey,Jochanany,5156 Myrtle Crossing
713,0,NULL,NULL,NULL
714,1,Bertha,Wakeman,7582 Sherman Court
715,1,Damara,O'Loughnan,802 Cherokee Hill
716,1,Jess,Pleavin,8948 Moulton Avenue
717,1,Sarita,D'Aulby,333 Becker Point
718,1,Milton,Batthew,92 Manufacturers Way
719,1,Ros,Plevin,0905 Milwaukee Point
720,1,Gibb,Volleth,123 Reinke Avenue
721,0,NULL,NULL,NULL
722,0,NULL,NULL,NULL
723,1,Daryn,Poschel,41 Elmside Plaza
724,1,Fidelia,Dureden,6 Talmadge Circle
725,0,NULL,NULL,NULL
726,1,Sascha,Gethyn,1676 Pepper Wood Terrace
727,1,Bertine,Deering,600 Spohn Lane
728,1,Graeme,Dinsale,5 Autumn Leaf Point
729,0,NULL,NULL,NULL
730,1,Priscella,Dowdle,7 Kipling Court
731,1,Darrelle,Carlens,3 Westridge Park
732,0,NULL,NULL,NULL
733,0,NULL,NULL,NULL
734,0,NULL,NULL,NULL
735,1,Kattie,Enstone,88768 Charing Cross Road
736,1,Iorgo,Clace,5 Johnson Terrace
737,1,Zonnya,Ciciari,527 Division Pass
738,1,Anallise,Eisak,7 Surrey Crossing
739,1,Yasmin,Handford,3 Armistice Plaza
740,1,Dee dee,Melsom,85261 Carioca Point
741,1,Angy,Tewkesberrie,495 Forest Run Street
742,1,Correna,Jefferies,003 Bultman Parkway
743,1,Boony,Mourge,926 Bunting Junction
744,1,Vito,Santino,5 Everett Pass
745,0,NULL,NULL,NULL
746,1,Cleveland,Schindler,35 Esch Crossing
747,1,Wenona,Coonan,6 Lerdahl Center
748,1,Colan,Lawther,67 Amoth Way
749,1,Giacomo,Wrankling,13168 Tomscot Circle
750,0,NULL,NULL,NULL
751,1,Abigael,Baxstar,3754 Bobwhite Pass
752,0,NULL,NULL,NULL
753,1,Fonzie,Calderon,7924 Myrtle Center
754,1,Lane,Tummasutti,5 Del Sol Point
755,1,Sheena,Souttar,70 Forster Alley
756,1,Aggie,Worsfield,09 Sauthoff Plaza
757,1,Kathe,Robb,89272 Ilene Center
758,0,NULL,NULL,NULL
759,1,Gayle,Cassley,94 Raven Park
760,0,NULL,NULL,NULL
761,0,NULL,NULL,NULL
762,1,Vite,Clappson,6748 Schiller Park
763,1,Tudor,Augar,58 Nova Junction
764,1,Rozanne,Carlens,8 Quincy Parkway
765,1,Kiah,Haensel,20 Talisman Plaza
766,1,Ximenez,Bransgrove,24 Spaight Center
767,0,NULL,NULL,NULL
768,0,NULL,NULL,NULL
769,1,Toddy,Klausewitz,0450 Troy Crossing
770,1,Kaylil,Bothams,0948 Blue Bill Park Alley
771,0,NULL,NULL,NULL
772,1,Brendis,Ramme,2428 Carey Plaza
773,1,Meade,Caulcott,1892 Express Hill
774,1,Dar,McCoole,52 Alpine Crossing
775,1,Meridith,Maliphant,0716 Colorado Road
776,1,Borg,Eyree,1242 Nelson Park
777,1,Anet,Larcher,7855 Brickson Park Court
778,0,NULL,NULL,NULL
779,1,Kara,Paynter,94338 Hoard Alley
780,1,Turner,Bogies,1857 Dunning Road
781,1,Micaela,Dayment,937 8th Plaza
782,0,NULL,NULL,NULL
783,0,NULL,NULL,NULL
784,0,NULL,NULL,NULL
785,1,Pattin,Shewon,762 Hanson Point
786,1,Amory,Goseling,8105 Banding Lane
787,1,Keir,Lobbe,652 Portage Plaza
788,0,NULL,NULL,NULL
789,1,Claude,Jakobssen,682 Gulseth Crossing
790,0,NULL,NULL,NULL
791,1,Talia,Terrazzo,20 Comanche Place
792,1,Paolo,Chstney,51710 Charing Cross Terrace
793,0,NULL,NULL,NULL
794,1,Melissa,Morshead,2797 Dixon Plaza
795,0,NULL,NULL,NULL
796,1,Ardisj,Norcliffe,0239 Elka Pass
797,1,Darnall,Sloam,61 Alpine Point
798,1,Everett,Wildash,7653 Westend Avenue
799,1,Christoph,McMyler,8574 Marquette Drive
800,0,NULL,NULL,NULL
801,1,Amity,Gregorio,6 Oak Valley Point
802,1,Garvy,Tremain,1 Sloan Terrace
803,1,Lolly,Fudger,2 8th Street
804,0,NULL,NULL,NULL
805,1,Galven,McFeat,248 Hintze Trail
806,1,Noble,Whieldon,1 Bunting Circle
807,1,Hope,Lightowler,80778 Holy Cross Terrace
808,1,Glen,Aberchirder,092 Hoepker Street
809,1,Arlyn,Tomashov,0377 Glacier Hill Place
810,1,Juliann,Atherton,58632 Sherman Avenue
811,1,Fanni,Hebner,23 Dawn Street
812,1,Noami,Birchall,050 Memorial Drive
813,1,Phillie,Downse,051 Buhler Avenue
814,1,Dillie,Kupisz,7 Garrison Court
815,0,NULL,NULL,NULL
816,1,Mikol,Hyman,2022 Division Alley
817,0,NULL,NULL,NULL
818,0,NULL,NULL,NULL
819,1,Averill,Mosdell,1626 Harper Drive
820,1,Judas,Gilcrist,0 Oak Valley Terrace
821,1,Shelia,Milley,1025 Annamark Point
822,1,Marlane,Risdale,148 Kedzie Point
823,1,Ronnie,Hildred,3 Sugar Alley
824,0,NULL,NULL,NULL
825,0,NULL,NULL,NULL
826,1,Annalee,Wallwork,49 Monument Junction
827,1,Eustace,Unitt,946 Old Shore Road
828,0,NULL,NULL,NULL
829,0,NULL,NULL,NULL
830,0,NULL,NULL,NULL
831,1,Renato,Abbess,76876 Vidon Place
832,0,NULL,NULL,NULL
833,1,Peterus,Willison,61689 Londonderry Crossing
834,0,NULL,NULL,NULL
835,1,Shane,Krier,8 Blackbird Crossing
836,1,Clevey,Gunda,3973 Manufacturers Junction
837,1,Valida,Lorenzo,504 Paget Crossing
838,1,Stephani,Labdon,3900 Elmside Crossing
839,1,Bailey,Hammell,24 Chinook Avenue
840,1,Ronna,Juliff,832 Dennis Avenue
841,0,NULL,NULL,NULL
842,0,NULL,NULL,NULL
843,1,Zechariah,Gomar,5 Jay Hill
844,0,NULL,NULL,NULL
845,1,Leisha,Kinkead,328 Grim Court
846,1,Sallee,Cowterd,17656 Hazelcrest Crossing
847,0,NULL,NULL,NULL
848,1,Hartwell,Giacovelli,71 Meadow Ridge Way
849,0,NULL,NULL,NULL
850,1,Gertrudis,Alenov,91389 Surrey Park
851,1,Rhea,Elvin,09319 Farwell Park
852,0,NULL,NULL,NULL
853,1,Aimee,Renehan,3 Menomonie Pass
854,1,Loretta,Tassell,53503 Grover Drive
855,0,NULL,NULL,NULL
856,1,Moselle,Peirone,2708 Karstens Alley
857,1,Kirsti,Aynsley,84061 Mallard Lane
858,1,Cristian,Maingot,2 Bartillon Circle
859,1,Ricky,Davoren,8350 Utah Place
860,1,Shawn,Borthe,36268 Jenna Trail
861,0,NULL,NULL,NULL
862,1,Lisabeth,Myford,2901 Logan Point
863,1,Win,Cattonnet,946 Bartillon Street
864,1,Duke,Dalglish,9 Thompson Court
865,0,NULL,NULL,NULL
866,0,NULL,NULL,NULL
867,0,NULL,NULL,NULL
868,0,NULL,NULL,NULL
869,1,Iris,Cansdill,240 Blaine Court
870,0,NULL,NULL,NULL
871,0,NULL,NULL,NULL
872,1,Glynn,Verralls,17747 Knutson Hill
873,0,NULL,NULL,NULL
874,1,Janey,Altofts,4 Atwood Terrace
875,1,Ardenia,Glewe,735 Moose Junction
876,1,Fernando,Wavish,23 Eggendart Crossing
877,0,NULL,NULL,NULL
878,1,Debbi,Fronks,2 Warbler Court
879,1,Dilan,Callister,69943 Lakewood Gardens Crossing
880,1,Emmy,Wormald,091 Washington Park
881,1,Elna,Jardin,752 Brown Pass
882,1,Janifer,Patley,4 Elka Street
883,0,NULL,NULL,NULL
884,0,NULL,NULL,NULL
885,0,NULL,NULL,NULL
886,0,NULL,NULL,NULL
887,0,NULL,NULL,NULL
888,0,NULL,NULL,NULL
889,1,Bebe,Fylan,17 Memorial Hill
890,1,Samaria,Rolston,5874 Burning Wood Park
891,1,Burnard,Kinsett,716 Oakridge Way
892,1,Alisun,Dyka,088 Prairieview Street
893,1,Jorie,Alliban,015 Coolidge Street
894,1,Rowland,Caldaro,456 Pepper Wood Crossing
895,1,Oliver,Mayer,99 American Junction
896,1,Reed,Appleby,5 David Lane
897,1,Amabelle,Rugg,04 Hermina Center
898,0,NULL,NULL,NULL
899,1,Hamil,Allom,86 Dovetail Center
900,0,NULL,NULL,NULL
901,0,NULL,NULL,NULL
902,0,NULL,NULL,NULL
903,1,Kimmie,Kalinsky,91844 Iowa Junction
904,1,Stephie,Kleingrub,999 Dwight Drive
905,0,NULL,NULL,NULL
906,1,Sibbie,Bilbrook,73 5th Place
907,1,Lyman,Coursor,216 Commercial Trail
908,1,Candide,Shelf,67 Artisan Crossing
909,0,NULL,NULL,NULL
910,1,Benedick,Yegorkin,538 Del Sol Plaza
911,1,Jay,Cressor,3382 East Place
912,1,Avictor,Entwhistle,9 Bartelt Pass
913,1,Guy,Saby,32026 Coleman Park
914,1,Mattie,Dudeney,35645 Ramsey Parkway
915,1,Carroll,Purchall,780 Butterfield Street
916,1,Kendre,Curedell,1 Maple Wood Lane
917,1,Lisa,Chaperling,9 Union Trail
918,1,Thia,Meuse,2 High Crossing Avenue
919,1,Sandra,Pietrzyk,94 Paget Avenue
920,0,NULL,NULL,NULL
921,0,NULL,NULL,NULL
922,0,NULL,NULL,NULL
923,0,NULL,NULL,NULL
924,1,Sheff,Teggart,38 Bellgrove Alley
925,1,Pet,Simnor,6384 Logan Trail
926,1,Ivar,Allicock,4 Waywood Drive
927,1,Jeri,Lippitt,202 Homewood Avenue
928,1,Dion,Worsfold,7 Reindahl Pass
929,1,Cyrus,Fricker,6881 Thierer Terrace
930,1,Gretal,Havelin,4030 Waubesa Junction
931,1,Eddi,Gleed,4 Talmadge Lane
932,0,NULL,NULL,NULL
933,1,Tiffie,Scawen,4 Tomscot Way
934,1,Michaeline,Pickance,758 Fairview Parkway
935,1,Myrta,Jurek,2470 Moose Terrace
936,1,Payton,Kiebes,74 Merrick Drive
937,1,Lucille,Musgrove,42246 David Center
938,0,NULL,NULL,NULL
939,1,Georges,Carnegie,16 Dryden Street
940,1,Cal,Derle,899 Tomscot Alley
941,1,Robbert,Eagland,43 Atwood Junction
942,1,Aldrich,Gail,78453 Grayhawk Terrace
943,1,Aurthur,Pepperill,990 Riverside Drive
944,0,NULL,NULL,NULL
945,1,Grethel,Hause,64 Reindahl Plaza
946,1,Estrellita,Gligori,4 Lunder Road
947,1,Gisele,Chimienti,6 Ilene Circle
948,1,Inness,La Wille,8584 Northland Road
949,1,Verne,Castaneda,053 Columbus Way
950,1,Desmund,MacKeague,0033 Washington Hill
951,0,NULL,NULL,NULL
952,1,Binky,Spoor,5 Grasskamp Junction
953,1,Libbey,Ibbett,67597 Starling Point
954,1,Terencio,Jones,36 Chive Center
955,1,Basilio,Stephens,302 Springview Park
956,0,NULL,NULL,NULL
957,1,Emanuele,Oddboy,328 Laurel Point
958,0,NULL,NULL,NULL
959,1,Merridie,Dumper,4795 Northview Street
960,1,Tony,Chisholme,5203 Merrick Parkway
961,0,NULL,NULL,NULL
962,1,Julee,Adamczyk,068 Pennsylvania Lane
963,1,Rorke,Scurrell,73216 Moulton Pass
964,0,NULL,NULL,NULL
965,0,NULL,NULL,NULL
966,1,Lorine,Bladder,93189 Hovde Crossing
967,1,Beulah,Buntain,58106 Express Plaza
968,1,Christen,Stockport,930 Northview Avenue
969,1,Lesley,Busher,317 Golf View Crossing
970,1,Catha,Fevier,990 Ramsey Place
971,1,Laurella,Cashen,449 Bayside Court
972,1,Amil,Dunnico,73 Scofield Road
973,1,Eberto,MacAllister,58 Knutson Pass
974,1,Cassie,Watsam,3 Kensington Street
975,1,Ettore,Gilby,48899 Meadow Ridge Terrace
976,1,Rorie,Gaunson,3 Gale Crossing
977,1,Rhea,Parr,22 Quincy Way
978,1,Cull,Yashunin,0167 Maple Wood Hill
979,1,Winston,Walsh,73398 Canary Park
980,0,NULL,NULL,NULL
981,0,NULL,NULL,NULL
982,1,Gerek,Hallworth,82245 Summer Ridge Point
983,1,Edd,Leathes,15262 Dryden Parkway
984,1,Gannon,Espinoy,433 Colorado Alley
985,0,NULL,NULL,NULL
986,0,NULL,NULL,NULL
987,1,Elden,Croysdale,52 Thierer Court
988,1,Christophe,Kingzet,55089 Debra Place
989,1,Claus,Loffel,1 Haas Alley
990,1,Edythe,Gosse,3 Westend Street
991,1,Maximilian,Creus,26546 Esker Terrace
992,0,NULL,NULL,NULL
993,1,Marieann,Onslow,009 Fallview Point
994,1,Ellyn,Le land,80 Cherokee Street
995,0,NULL,NULL,NULL
996,1,Charyl,Naylor,10490 Gulseth Terrace
997,1,Horatius,Eicheler,1377 Vernon Road
998,1,Adele,Heinzel,7 Oxford Circle
999,0,NULL,NULL,NULL
1000,1,Wernher,Pawelczyk,44283 Towne Avenue
